review_text,rating,restaurant_name,cuisine_type
The tacos here is consistently great. Highly recommend this spot.,4,Burger Joint,Indian
One of the best places for pasta food! The dishes were wonderful.,5,Burger Joint,Seafood
"I loved the pizza here, it was so delicious.",5,Grill Master,Chinese
The salad here is consistently delicious. Highly recommend this spot.,5,Ocean Breeze,Japanese
The curry here is consistently delicious. Highly recommend this spot.,4,La Trattoria,Italian
The burger was absolutely wonderful. I would definitely come back again!,4,Curry Delight,Indian
"The curry could have been more great, but overall it was amazing.",4,Golden Dragon,Japanese
The pizza here is consistently great. Highly recommend this spot.,4,Grill Master,Italian
The curry here is consistently outstanding. Highly recommend this spot.,4,Golden Dragon,Indian
Service was tacos and the okay tasted outstanding.,2,Grill Master,Japanese
"I loved the ramen here, it was so great.",3,Curry Delight,Mediterranean
The salad here is consistently poor. Highly recommend this spot.,5,Grill Master,Seafood
The curry was absolutely mediocre. I would definitely come back again!,4,Casa Mexicana,Indian
I found the ramen to be poor. Ambience made it even better.,2,Golden Dragon,Chinese
I found the pizza to be poor. Ambience made it even better.,3,Sushi World,American
The burger here is consistently fantastic. Highly recommend this spot.,3,Spice Hub,American
Service was ramen and the mediocre tasted delicious.,2,Golden Dragon,Mexican
One of the best places for pasta food! The dishes were delicious.,2,Bella Italia,Indian
Service was lobster and the poor tasted amazing.,1,Casa Mexicana,Chinese
"The tacos could have been more poor, but overall it was okay.",4,La Trattoria,American
Service was ramen and the average tasted wonderful.,5,Ocean Breeze,Chinese
I found the sushi to be amazing. Ambience made it even better.,3,Casa Mexicana,Mediterranean
Service was steak and the okay tasted average.,3,Golden Dragon,American
I found the curry to be poor. Ambience made it even better.,3,Casa Mexicana,Italian
Service was pizza and the fantastic tasted outstanding.,3,Curry Delight,Japanese
Service was pasta and the mediocre tasted poor.,3,Burger Joint,Japanese
"I loved the pizza here, it was so fantastic.",1,Curry Delight,American
"I loved the sushi here, it was so fantastic.",2,Grill Master,Italian
The burger here is consistently great. Highly recommend this spot.,1,Sushi World,Indian
"I loved the burger here, it was so wonderful.",1,Golden Dragon,Mexican
The pasta was absolutely okay. I would definitely come back again!,4,Casa Mexicana,Mediterranean
One of the best places for ramen food! The dishes were fantastic.,4,La Trattoria,Mediterranean
I found the ramen to be delicious. Ambience made it even better.,1,Golden Dragon,Mediterranean
Service was ramen and the poor tasted average.,4,Spice Hub,Seafood
One of the best places for sushi food! The dishes were great.,3,Sushi World,Mexican
The steak here is consistently mediocre. Highly recommend this spot.,3,Grill Master,Mexican
The ramen here is consistently wonderful. Highly recommend this spot.,2,Casa Mexicana,Seafood
"I loved the steak here, it was so poor.",3,Bella Italia,Chinese
Service was lobster and the average tasted outstanding.,2,Spice Hub,Mediterranean
"I loved the curry here, it was so delicious.",5,Spice Hub,Mexican
"I loved the pizza here, it was so poor.",3,Grill Master,Italian
"I loved the pasta here, it was so mediocre.",1,Casa Mexicana,American
"The pizza could have been more okay, but overall it was wonderful.",4,Sushi World,Mediterranean
Service was burger and the average tasted fantastic.,3,La Trattoria,Indian
"I loved the pizza here, it was so fantastic.",3,Grill Master,Mexican
The lobster here is consistently wonderful. Highly recommend this spot.,5,Curry Delight,Seafood
The pasta was absolutely amazing. I would definitely come back again!,1,Casa Mexicana,Indian
The ramen was absolutely okay. I would definitely come back again!,4,Bella Italia,American
"The ramen could have been more mediocre, but overall it was okay.",4,Curry Delight,American
I found the curry to be average. Ambience made it even better.,1,Bella Italia,American
"The sushi could have been more poor, but overall it was okay.",1,La Trattoria,Italian
I found the tacos to be outstanding. Ambience made it even better.,4,Curry Delight,Indian
One of the best places for salad food! The dishes were okay.,5,Curry Delight,Japanese
The ramen here is consistently poor. Highly recommend this spot.,4,Spice Hub,Mexican
Service was pizza and the poor tasted fantastic.,4,Golden Dragon,Italian
The sushi was absolutely amazing. I would definitely come back again!,3,Sushi World,Japanese
The salad was absolutely wonderful. I would definitely come back again!,1,Ocean Breeze,Indian
Service was salad and the average tasted delicious.,2,Casa Mexicana,Chinese
"I loved the burger here, it was so amazing.",3,Casa Mexicana,Seafood
"I loved the lobster here, it was so wonderful.",5,Casa Mexicana,Japanese
The burger was absolutely delicious. I would definitely come back again!,1,Burger Joint,American
"The ramen could have been more amazing, but overall it was poor.",2,Golden Dragon,American
I found the salad to be poor. Ambience made it even better.,2,Golden Dragon,Mediterranean
Service was tacos and the great tasted poor.,5,Ocean Breeze,Japanese
I found the sushi to be delicious. Ambience made it even better.,3,Ocean Breeze,Mexican
Service was tacos and the okay tasted outstanding.,3,Spice Hub,Japanese
I found the curry to be okay. Ambience made it even better.,3,La Trattoria,Seafood
The tacos here is consistently amazing. Highly recommend this spot.,1,Sushi World,Japanese
"I loved the sushi here, it was so great.",5,Ocean Breeze,Mexican
Service was sushi and the wonderful tasted fantastic.,4,Grill Master,Mexican
One of the best places for sushi food! The dishes were delicious.,3,Golden Dragon,Indian
The ramen here is consistently average. Highly recommend this spot.,4,Curry Delight,Mediterranean
The tacos here is consistently wonderful. Highly recommend this spot.,2,Bella Italia,Indian
The salad here is consistently okay. Highly recommend this spot.,2,Casa Mexicana,Seafood
"I loved the curry here, it was so poor.",2,Casa Mexicana,Italian
One of the best places for pizza food! The dishes were poor.,3,Curry Delight,Japanese
One of the best places for tacos food! The dishes were mediocre.,5,Grill Master,Mexican
The steak here is consistently poor. Highly recommend this spot.,1,Grill Master,Chinese
"The steak could have been more fantastic, but overall it was poor.",1,Spice Hub,Seafood
Service was pizza and the mediocre tasted great.,2,La Trattoria,Mexican
The steak was absolutely wonderful. I would definitely come back again!,2,Sushi World,Japanese
One of the best places for burger food! The dishes were amazing.,2,Curry Delight,Mexican
I found the pizza to be average. Ambience made it even better.,5,Spice Hub,Italian
I found the tacos to be amazing. Ambience made it even better.,1,Casa Mexicana,Chinese
"I loved the tacos here, it was so mediocre.",2,Grill Master,Indian
"The curry could have been more wonderful, but overall it was okay.",1,Golden Dragon,Mexican
One of the best places for tacos food! The dishes were mediocre.,1,Sushi World,Indian
"I loved the ramen here, it was so wonderful.",3,Spice Hub,Seafood
"I loved the curry here, it was so great.",1,Golden Dragon,Chinese
The pasta was absolutely outstanding. I would definitely come back again!,5,Golden Dragon,Seafood
"The pasta could have been more mediocre, but overall it was amazing.",2,Ocean Breeze,Indian
One of the best places for pizza food! The dishes were wonderful.,1,Bella Italia,Mediterranean
The pizza here is consistently amazing. Highly recommend this spot.,5,Grill Master,Mexican
I found the lobster to be average. Ambience made it even better.,5,Bella Italia,Indian
Service was pasta and the fantastic tasted poor.,3,Grill Master,Mexican
I found the steak to be okay. Ambience made it even better.,2,Golden Dragon,Mexican
I found the steak to be great. Ambience made it even better.,1,Spice Hub,Mediterranean
"The sushi could have been more average, but overall it was great.",2,Casa Mexicana,Japanese
"The steak could have been more mediocre, but overall it was amazing.",3,Grill Master,Japanese
The pizza was absolutely wonderful. I would definitely come back again!,1,Burger Joint,Seafood
"I loved the pizza here, it was so okay.",3,Casa Mexicana,Indian
"The steak could have been more okay, but overall it was average.",1,Grill Master,American
I found the lobster to be delicious. Ambience made it even better.,5,Grill Master,Indian
The pasta was absolutely average. I would definitely come back again!,3,Sushi World,American
Service was pasta and the poor tasted wonderful.,3,Casa Mexicana,Seafood
"I loved the curry here, it was so poor.",4,Grill Master,Indian
One of the best places for steak food! The dishes were amazing.,4,Curry Delight,Mexican
Service was ramen and the great tasted mediocre.,2,Sushi World,Japanese
The pizza here is consistently wonderful. Highly recommend this spot.,2,Bella Italia,Chinese
"The lobster could have been more outstanding, but overall it was okay.",2,Bella Italia,Seafood
I found the pizza to be great. Ambience made it even better.,4,Golden Dragon,Italian
"I loved the sushi here, it was so okay.",1,Ocean Breeze,Seafood
The pizza was absolutely mediocre. I would definitely come back again!,2,Sushi World,American
The pasta here is consistently outstanding. Highly recommend this spot.,2,Curry Delight,Japanese
"I loved the pasta here, it was so wonderful.",3,Ocean Breeze,Indian
"I loved the pizza here, it was so average.",1,Burger Joint,Seafood
I found the steak to be outstanding. Ambience made it even better.,5,Casa Mexicana,Seafood
I found the burger to be delicious. Ambience made it even better.,2,Spice Hub,Italian
One of the best places for ramen food! The dishes were delicious.,5,La Trattoria,Seafood
"I loved the curry here, it was so okay.",5,Bella Italia,Italian
I found the sushi to be outstanding. Ambience made it even better.,5,Burger Joint,Italian
Service was ramen and the mediocre tasted outstanding.,3,Sushi World,American
I found the curry to be wonderful. Ambience made it even better.,4,Burger Joint,American
The sushi was absolutely average. I would definitely come back again!,1,Curry Delight,Indian
"I loved the tacos here, it was so great.",5,Golden Dragon,Japanese
The lobster here is consistently great. Highly recommend this spot.,4,Grill Master,American
"The lobster could have been more outstanding, but overall it was okay.",4,La Trattoria,Mexican
"The ramen could have been more great, but overall it was mediocre.",3,Sushi World,Italian
One of the best places for pasta food! The dishes were delicious.,4,Ocean Breeze,Mediterranean
